,,,,,,"ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,k)","ICC(3,k)","ICC(3,k)","ICC(3,k)","ICC(3,k)","ICC(3,k)",CV,CV
,,,,,,ICC,F,df1,df2,pval,CI95%,ICC,F,df1,df2,pval,CI95%,ICC,F,df1,df2,pval,CI95%,ICC,F,df1,df2,pval,CI95%,WCV,pval
parc,measure,connections,metric,stat,map,,,,,,,,,,,,,,,,,,,,,,,,,,
Schaefer100,pearson,all,inverted,auc,Salience,0.5664290782661863,3.774297151922156,111,111,7.508770621020265e-12,[0.42 0.68],0.723210627439504,3.774297151922156,111,111,7.508770621020265e-12,[0.59 0.81],0.5810901717345369,3.774297151922156,111,111,7.508770621020265e-12,[0.44 0.69],0.7350500080549501,3.774297151922156,111,111,7.508770621020265e-12,[0.61 0.82],0.205046603244481,0.001
Schaefer100,pearson,all,inverted,auc,Ventral Attention,0.522492745786144,3.511629169811114,111,111,7.62994882384253e-11,[0.34 0.66],0.6863648411229089,3.511629169811114,111,111,7.62994882384253e-11,[0.51 0.79],0.5567011550101019,3.511629169811114,111,111,7.62994882384253e-11,[0.41 0.67],0.7152318904863783,3.511629169811114,111,111,7.62994882384253e-11,[0.59 0.8 ],0.1446991456803671,0.001
Schaefer100,pearson,all,inverted,auc,Visual,0.6214231452626199,4.302557805173347,111,111,8.816924787437683e-14,[0.49 0.72],0.7665156958913014,4.302557805173347,111,111,8.816924787437683e-14,[0.66 0.84],0.6228235365866761,4.302557805173347,111,111,8.816924787437683e-14,[0.49 0.72],0.7675801127418646,4.302557805173347,111,111,8.816924787437683e-14,[0.66 0.84],0.16543793263289655,0.001
Schaefer100,pearson,all,original,poly2,Auditory,0.6002379127889029,4.141582293965294,111,111,3.313616563123978e-13,[0.46 0.71],0.7501858417325024,4.141582293965294,111,111,3.313616563123978e-13,[0.63 0.83],0.6110146865980514,4.141582293965294,111,111,3.313616563123978e-13,[0.48 0.72],0.7585463890317714,4.141582293965294,111,111,3.313616563123978e-13,[0.65 0.83],0.2974190359736221,0.001
Schaefer100,pearson,all,original,poly2,Cingulo-Opercular,0.6031402180652276,4.0224758493514585,111,111,8.976992364562318e-13,[0.47 0.71],0.7524484898683858,4.0224758493514585,111,111,8.976992364562318e-13,[0.64 0.83],0.6017900214974143,4.0224758493514585,111,111,8.976992364562318e-13,[0.47 0.71],0.7513968915037167,4.0224758493514585,111,111,8.976992364562318e-13,[0.64 0.83],0.15073070954863627,0.001
Schaefer100,pearson,all,original,poly2,Dorsal Attention,0.4175141265756857,2.4207886380012003,111,111,2.3876273345611713e-06,[0.25 0.56],0.5890793167392019,2.4207886380012003,111,111,2.3876273345611713e-06,[0.4  0.72],0.4153394986810353,2.4207886380012003,111,111,2.3876273345611713e-06,[0.25 0.56],0.5869114782256739,2.4207886380012003,111,111,2.3876273345611713e-06,[0.4  0.72],0.2703744487538042,0.001
Schaefer100,pearson,all,original,poly2,Default Mode,0.6435473105168468,4.84004926482666,111,111,1.2755577514764023e-15,[0.51 0.74],0.783119909477349,4.84004926482666,111,111,1.2755577514764023e-15,[0.68 0.85],0.6575371355091878,4.84004926482666,111,111,1.2755577514764023e-15,[0.54 0.75],0.793390532764378,4.84004926482666,111,111,1.2755577514764023e-15,[0.7  0.86],0.1253067545715557,0.001
Schaefer100,pearson,all,original,poly2,Frontoparietal,0.5004324951882666,3.0446957299338884,111,111,5.618884852258792e-09,[0.35 0.63],0.667050996020284,3.0446957299338884,111,111,5.618884852258792e-09,[0.52 0.77],0.5055252277202344,3.0446957299338884,111,111,5.618884852258792e-09,[0.35 0.63],0.6715599558377829,3.0446957299338884,111,111,5.618884852258792e-09,[0.52 0.77],0.13108484957153163,0.001
Schaefer100,pearson,all,original,poly2,Medial Parietal,0.573265582279939,3.893356950626754,111,111,2.6887583511981677e-12,[0.43 0.69],0.7287588169941099,3.893356950626754,111,111,2.6887583511981677e-12,[0.6  0.82],0.5912826265936241,3.893356950626754,111,111,2.6887583511981677e-12,[0.46 0.7 ],0.743152242991997,3.893356950626754,111,111,2.6887583511981677e-12,[0.63 0.82],0.1323860639067861,0.001
Schaefer100,pearson,all,original,poly2,Occipital Parietal,0.5357700790174115,3.3204307994608047,111,111,4.318439684124071e-10,[0.39 0.66],0.6977217310552086,3.3204307994608047,111,111,4.318439684124071e-10,[0.56 0.79],0.5370832000712517,3.3204307994608047,111,111,4.318439684124071e-10,[0.39 0.66],0.6988342596501673,3.3204307994608047,111,111,4.318439684124071e-10,[0.56 0.79],0.16853982162591236,0.001
